id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
57	phillips n.e. (2018)	"<table><tr><td>Authors:</td><td>phillips n.e.; rouchon a.m.</td></tr><tr><td>Title:</td><td>a dose-dependent relationship between copper burden in female urchin gonads and developmental impairment of their offspring</td></tr><tr><td>Source:</td><td>marine environmental research, 136, 120-125</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.marenvres.2018.01.020	-1.4075	0.5684	3	23	7	0	0	2018	0	0
58	li y. (2018)	"<table><tr><td>Authors:</td><td>li y.; lei x.; guo w.; wu s.; duan y.; yang x.; yang x.</td></tr><tr><td>Title:</td><td>transgenerational endotoxin tolerance-like effect caused by paternal dietary astragalus polysaccharides in broilers’ jejunum</td></tr><tr><td>Source:</td><td>international journal of biological macromolecules, 111, 769-779</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ijbiomac.2018.01.095	-0.5127	-0.0925	1	117	20.9	3	0.7698	2018	3	0.7698
59	harris e.p. (2018)	"<table><tr><td>Authors:</td><td>harris e.p.; allardice h.a.; schenk a.k.; rissman e.f.</td></tr><tr><td>Title:</td><td>effects of maternal or paternal bisphenol a exposure on offspring behavior</td></tr><tr><td>Source:</td><td>hormones and behavior, 101, 68-76</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.yhbeh.2017.09.017	-0.1117	-0.6844	1	73	31	6	1.5396	2018	6	1.5396
60	ryan d.p. (2018)	"<table><tr><td>Authors:</td><td>ryan d.p.; henzel k.s.; pearson b.l.; siwek m.e.; papazoglou a.; guo l.; paesler k.; yu m.; müller r.; xie k.; schröder s.; becker l.; garrett l.; hölter s.m.; neff f.; rácz i.; rathkolb b.; rozman j.; ehninger g.; klingenspor m.; klopstock t.; wolf e.; wurst w.; zimmer a.; fuchs h.; gailus-durner v.; hrabě de angelis m.; sidiropoulou k.; weiergräber m.; zhou y.; ehninger d.</td></tr><tr><td>Title:</td><td>a paternal methyl donor-rich diet altered cognitive and neural functions in offspring mice</td></tr><tr><td>Source:</td><td>molecular psychiatry, 23(5), 1345-1355</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1038/mp.2017.53	-0.3401	-0.586	1	169	24	8	2.0528	2018	8	2.0528
61	zhao c. (2018)	"<table><tr><td>Authors:</td><td>zhao c.; zhang l.; shi d.; ding j.; yin d.; sun j.; zhang b.; zhang l.; chang y.</td></tr><tr><td>Title:</td><td>transgenerational effects of ocean warming on the sea urchin strongylocentrotus intermedius</td></tr><tr><td>Source:</td><td>ecotoxicology and environmental safety, 151, 212-219</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ecoenv.2018.01.014	-1.2154	0.2638	3	6	6	2	0.5132	2018	2	0.5132
62	campbell e.j. (2018)	"<table><tr><td>Authors:</td><td>campbell e.j.; flanagan j.p.m.; marchant n.j.; lawrence a.j.</td></tr><tr><td>Title:</td><td>reduced alcohol-seeking in male offspring of sires exposed to alcohol self-administration followed by punishment-imposed abstinence</td></tr><tr><td>Source:</td><td>pharmacology research and perspectives, 6(2)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1002/prp2.384	0.1427	0.0954	1	93	19	2	0.5132	2018	2	0.5132
63	folger a.t. (2018)	"<table><tr><td>Authors:</td><td>folger a.t.; eismann e.a.; stephenson n.b.; shapiro r.a.; macaluso m.; brownrigg m.e.; gillespie r.j.</td></tr><tr><td>Title:</td><td>parental adverse childhood experiences and offspring development at 2 years of age</td></tr><tr><td>Source:</td><td>pediatrics, 141(4)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1542/peds.2017-2826	-0.5832	-0.3217	1	12	2	9	2.3094	2018	9	2.3094
64	bohacek j. (2018)	"<table><tr><td>Authors:</td><td>bohacek j.; weber-stadlbauer u.; mansuy i.m.</td></tr><tr><td>Title:</td><td>paternal experience impacts cognitive function in offspring: a pre-existing concept</td></tr><tr><td>Source:</td><td>molecular psychiatry, 23(4), 794-795</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1038/mp.2017.162	-0.4739	-0.3568	1	129	15	0	0	2018	0	0
65	xia r. (2018)	"<table><tr><td>Authors:</td><td>xia r.; jin l.; li d.; liang h.; yang f.; chen j.; yuan w.; miao m.</td></tr><tr><td>Title:</td><td>association between paternal alcohol consumption before conception and anogenital distance of offspring</td></tr><tr><td>Source:</td><td>alcoholism: clinical and experimental research, 42(4), 735-742</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1111/acer.13595	0.701	0.3676	1	43	17	4	1.0264	2018	4	1.0264
66	gasparini c. (2018)	"<table><tr><td>Authors:</td><td>gasparini c.; lu c.; dingemanse n.j.; tuni c.</td></tr><tr><td>Title:</td><td>paternal-effects in a terrestrial ectotherm are temperature dependent but no evidence for adaptive effects</td></tr><tr><td>Source:</td><td>functional ecology, 32(4), 1011-1021</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1111/1365-2435.13022	-1.0888	0.2443	3	62	26	4	1.0264	2018	4	1.0264
67	noguera j.c. (2018)	"<table><tr><td>Authors:</td><td>noguera j.c.; metcalfe n.b.; monaghan p.</td></tr><tr><td>Title:</td><td>experimental demonstration that offspring fathered by old males have shorter telomeres and reduced lifespans</td></tr><tr><td>Source:</td><td>proceedings of the royal society b: biological sciences, 285(1874)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1098/rspb.2018.0268	-0.6161	0.6413	3	37	21	6	1.5396	2018	6	1.5396
68	mashoodh r. (2018)	"<table><tr><td>Authors:</td><td>mashoodh r.; habrylo i.b.; gudsnuk k.m.; pelle g.; champagne f.a.</td></tr><tr><td>Title:</td><td>maternal modulation of paternal effects on offspring development</td></tr><tr><td>Source:</td><td>proceedings of the royal society b: biological sciences, 285(1874)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1098/rspb.2018.0118	-0.1642	-0.1584	1	192	38	8	2.0528	2018	8	2.0528
69	xie k. (2018)	"<table><tr><td>Authors:</td><td>xie k.; ryan d.p.; pearson b.l.; henzel k.s.; neff f.; vidal r.o.; hennion m.; lehmann i.; schleif m.; schröder s.; adler t.; rathkolb b.; rozman j.; schütz a.-l.; prehn c.; mickael m.e.; weiergräber m.; adamski j.; busch d.h.; ehninger g.; matynia a.; jackson w.s.; wolf e.; fuchs h.; gailus-durner v.; bonn s.; de angelis m.h.; ehninger d.</td></tr><tr><td>Title:</td><td>epigenetic alterations in longevity regulators, reduced life span, and exacerbated aging-related pathology in old father offspring mice</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 115(10), e2348-e2357</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1073/pnas.1707337115	-0.4903	-0.1438	1	147	28	11	2.8226	2018	11	2.8226
70	eisenberg d.t.a. (2018)	"<table><tr><td>Authors:</td><td>eisenberg d.t.a.; kuzawa c.w.</td></tr><tr><td>Title:</td><td>the paternal age at conception effect on offspring telomere length: mechanistic, comparative and adaptive perspectives</td></tr><tr><td>Source:</td><td>philosophical transactions of the royal society b: biological sciences, 373(1741)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1098/rstb.2016.0442	-0.4635	0.5052	3	25	28	16	4.1057	2018	16	4.1057
71	consitt l.a. (2018)	"<table><tr><td>Authors:</td><td>consitt l.a.; saxena g.; slyvka y.; clark b.c.; friedlander m.; zhang y.; nowak f.v.</td></tr><tr><td>Title:</td><td>paternal high-fat diet enhances offspring whole-body insulin sensitivity and skeletal muscle insulin signaling early in life</td></tr><tr><td>Source:</td><td>physiological reports, 6(5)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.14814/phy2.13583	-0.1704	-0.7356	1	127	22	0	0	2018	0	0
72	bonduriansky r. (2018)	"<table><tr><td>Authors:</td><td>bonduriansky r.; crean a.j.</td></tr><tr><td>Title:</td><td>what are parental condition-transfer effects and how can they be detected?</td></tr><tr><td>Source:</td><td>methods in ecology and evolution, 9(3), 450-456</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1111/2041-210x.12848	-0.6839	0.1766	3	153	43	6	1.5396	2018	6	1.5396
73	illum l.r.h. (2018)	"<table><tr><td>Authors:</td><td>illum l.r.h.; bak s.t.; lund s.; nielsen a.l.</td></tr><tr><td>Title:</td><td>dna methylation in epigenetic inheritance of metabolic diseases through the male germ line</td></tr><tr><td>Source:</td><td>journal of molecular endocrinology, 60(2), r39-r56</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1530/jme-17-0189	0.0034	-0.2542	1	214	109	4	1.0264	2018	4	1.0264
74	fan y. (2018)	"<table><tr><td>Authors:</td><td>fan y.; tian c.; liu q.; zhen x.; zhang h.; zhou l.; li t.; zhang y.; ding s.; he d.; jin x.; liu j.; zhang b.; wu n.; manyande a.; zhu m.</td></tr><tr><td>Title:</td><td>preconception paternal bisphenol a exposure induces sex-specific anxiety and depression behaviors in adult rats</td></tr><tr><td>Source:</td><td>plos one, 13(2)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1371/journal.pone.0192434	0.0732	-0.9285	1	15	16	5	1.283	2018	5	1.283
75	pearson b.l. (2018)	"<table><tr><td>Authors:</td><td>pearson b.l.; ehninger d.</td></tr><tr><td>Title:</td><td>impact of paternal nutrition on epigenetic patterns</td></tr><tr><td>Source:</td><td>epigenomics, 10(2), 115-117</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.2217/epi-2017-0134	-0.4075	-0.4772	1	180	20	0	0	2018	0	0
76	yang m.-j. (2018)	"<table><tr><td>Authors:</td><td>yang m.-j.; lang h.-y.; miao x.; liu h.-q.; zhang y.-j.; wang y.-f.; chen y.-b.; liu j.-y.; zeng l.-h.; guo g.-z.</td></tr><tr><td>Title:</td><td>effects of paternal electromagnetic pulse exposure on the reproductive endocrine function of male offspring: a pilot study</td></tr><tr><td>Source:</td><td>toxicology research, 7(6), 1120-1127</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1039/c8tx00096d	0.6631	-0.5787	2	12	11	0	0	2018	0	0
77	lei j. (2018)	"<table><tr><td>Authors:</td><td>lei j.; nie q.; chen d.-b.</td></tr><tr><td>Title:</td><td>a single-cell epigenetic model for paternal psychological stress-induced transgenerational reprogramming in offspring</td></tr><tr><td>Source:</td><td>biology of reproduction, 98(6), 846-855</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1093/biolre/ioy050	-0.1346	-0.5944	1	124	36	0	0	2018	0	0
78	oldereid n.b. (2018)	"<table><tr><td>Authors:</td><td>oldereid n.b.; wennerholm u.-b.; pinborg a.; loft a.; laivuori h.; petzold m.; romundstad l.b.; söderström-anttila v.; bergh c.</td></tr><tr><td>Title:</td><td>the effect of paternal factors on perinatal and paediatric outcomes: a systematic review and meta-analysis</td></tr><tr><td>Source:</td><td>human reproduction update, 24(3), 320-389</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1093/humupd/dmy005	0.331	-0.144	1	69	107	13	3.3358	2018	13	3.3358
81	viktorin a. (2018)	"<table><tr><td>Authors:</td><td>viktorin a.; levine s.z.; altemus m.; reichenberg a.; sandin s.</td></tr><tr><td>Title:</td><td>paternal use of antidepressants and offspring outcomes in sweden: nationwide prospective cohort study</td></tr><tr><td>Source:</td><td>bmj (online), 361</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1136/bmj.k2233	0.9038	0.3801	2	18	21	2	0.5132	2018	2	0.5132
82	pachenari n. (2018)	"<table><tr><td>Authors:</td><td>pachenari n.; azizi h.; ghasemi e.; azadi m.; semnanian s.</td></tr><tr><td>Title:</td><td>exposure to opiates in male adolescent rats alters pain perception in the male offspring</td></tr><tr><td>Source:</td><td>behavioural pharmacology, 29, 255-260</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1097/fbp.0000000000000388	0.0197	0.6711	1	17	9	6	1.5396	2018	6	1.5396
83	fontelles c.c. (2018)	"<table><tr><td>Authors:</td><td>fontelles c.c.; da cruz r.s.; hilakivi-clarke l.; de assis s.; ong t.p.</td></tr><tr><td>Title:</td><td>investigation of paternal programming of breast cancer risk in female offspring in rodent models</td></tr><tr><td>Source:</td><td>methods in molecular biology, 1735, 207-220</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/978-1-4939-7614-0_11	-0.3242	-0.6168	1	117	19	0	0	2018	0	0
84	fontelles c.c. (2018a)	"<table><tr><td>Authors:</td><td>fontelles c.c.; da cruz r.s.; hilakivi-clarke l.; de assis s.; ong t.p.</td></tr><tr><td>Title:</td><td>developmental origins of breast cancer: a paternal perspective</td></tr><tr><td>Source:</td><td>methods in molecular biology, 1735, 91-103</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/978-1-4939-7614-0_5	-0.3575	-0.4054	1	179	60	0	0	2018	0	0
85	mcgowan p.o. (2018)	"<table><tr><td>Authors:</td><td>mcgowan p.o.; matthews s.g.</td></tr><tr><td>Title:</td><td>prenatal stress, glucocorticoids, and developmental programming of the stress response</td></tr><tr><td>Source:</td><td>endocrinology, 159(1), 69-82</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1210/en.2017-00896	-0.3117	-0.5659	1	124	40	17	4.3623	2018	17	4.3623
86	santavirta t. (2018)	"<table><tr><td>Authors:</td><td>santavirta t.; santavirta n.; gilman s.e.</td></tr><tr><td>Title:</td><td>association of the world war ii finnish evacuation of children with psychiatric hospitalization in the next generation</td></tr><tr><td>Source:</td><td>jama psychiatry, 75(1), 21-27</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1001/jamapsychiatry.2017.3511	0.0879	-0.8578	1	6	4	11	2.8226	2018	11	2.8226
87	yang f. (2018)	"<table><tr><td>Authors:</td><td>yang f.; liang h.; chen j.; miao m.; yuan w.; nørgaard m.; li j.</td></tr><tr><td>Title:</td><td>prenatal paternal selective serotonin reuptake inhibitors use and risk of adhd in offspring</td></tr><tr><td>Source:</td><td>pediatrics, 141(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1542/peds.2017-1081	0.5225	0.6326	2	25	22	1	0.2566	2018	1	0.2566
88	soubry a. (2018)	"<table><tr><td>Authors:</td><td>soubry a.</td></tr><tr><td>Title:</td><td>epigenetics as a driver of developmental origins of health and disease: did we forget the fathers?</td></tr><tr><td>Source:</td><td>bioessays, 40(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1002/bies.201700113	0.1661	-0.2133	1	190	67	5	1.283	2018	5	1.283
89	downey a.m. (2017)	"<table><tr><td>Authors:</td><td>downey a.m.; robaire b.; hales b.f.</td></tr><tr><td>Title:</td><td>paternally mediated developmental toxicity</td></tr><tr><td>Source:</td><td>comprehensive toxicology: third edition, 5-15, 100-117</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/b978-0-12-801238-3.64213-7	0.2958	-0.1253	2	247	126.5	0	0	2017	0	0
90	yang f. (2017)	"<table><tr><td>Authors:</td><td>yang f.; chen j.; miao m.-h.; yuan w.; li l.; liang h.; ehrenstein v.; li j.</td></tr><tr><td>Title:</td><td>risk of autism spectrum disorder in offspring following paternal use of selective serotonin reuptake inhibitors before conception: a population-based cohort study</td></tr><tr><td>Source:</td><td>bmj open, 7(12)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1136/bmjopen-2017-016368	0.467	0.6677	2	13	21	3	0.4286	2017	3	0.4286
92	hehar h. (2017)	"<table><tr><td>Authors:</td><td>hehar h.; ma i.; mychasiuk r.</td></tr><tr><td>Title:</td><td>intergenerational transmission of paternal epigenetic marks: mechanisms influencing susceptibility to post-concussion symptomology in a rodent model</td></tr><tr><td>Source:</td><td>scientific reports, 7(1)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1038/s41598-017-07784-7	0.0287	-0.1252	1	181	41	2	0.2857	2017	2	0.2857
93	dai j. (2017)	"<table><tr><td>Authors:</td><td>dai j.; wang z.; xu w.; zhang m.; zhu z.; zhao x.; zhang d.; nie d.; wang l.; qiao z.</td></tr><tr><td>Title:</td><td>paternal nicotine exposure defines different behavior in subsequent generation via hyper-methylation of mmu-mir-15b</td></tr><tr><td>Source:</td><td>scientific reports, 7(1)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1038/s41598-017-07920-3	-0.2696	0.2603	1	99	7	10	1.4286	2017	10	1.4286
94	dunford a.r. (2017)	"<table><tr><td>Authors:</td><td>dunford a.r.; sangster j.m.</td></tr><tr><td>Title:</td><td>maternal and paternal periconceptional nutrition as an indicator of offspring metabolic syndrome risk in later life through epigenetic imprinting: a systematic review</td></tr><tr><td>Source:</td><td>diabetes and metabolic syndrome: clinical research and reviews, 11, s655-s662</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.dsx.2017.04.021	0.1445	-0.184	1	39	19	12	1.7143	2017	12	1.7143
95	rowold e.d. (2017)	"<table><tr><td>Authors:</td><td>rowold e.d.; schulze l.; van der auwera s.; grabe h.j.</td></tr><tr><td>Title:</td><td>paternal transmission of early life traumatization through epigenetics: do fathers play a role?</td></tr><tr><td>Source:</td><td>medical hypotheses, 109, 59-64</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.mehy.2017.09.011	-0.3605	-0.1884	1	177	35	1	0.1429	2017	1	0.1429
96	wimmer m.e. (2017)	"<table><tr><td>Authors:</td><td>wimmer m.e.; briand l.a.; fant b.; guercio l.a.; arreola a.c.; schmidt h.d.; sidoli s.; han y.; garcia b.a.; pierce r.c.</td></tr><tr><td>Title:</td><td>paternal cocaine taking elicits epigenetic remodeling and memory deficits in male progeny</td></tr><tr><td>Source:</td><td>molecular psychiatry, 22(11), 1641-1650</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1038/mp.2017.8	-0.0525	-0.1811	1	150	23	11	1.5714	2017	11	1.5714
97	polak m. (2017)	"<table><tr><td>Authors:</td><td>polak m.; simmons l.w.; benoit j.b.; ruohonen k.; simpson s.j.; solon-biet s.m.</td></tr><tr><td>Title:</td><td>nutritional geometry of paternal effects on embryo mortality</td></tr><tr><td>Source:</td><td>proceedings of the royal society b: biological sciences, 284(1864)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1098/rspb.2017.1492	-0.7277	-0.1352	3	60	27	7	1	2017	7	1
98	chang r.c. (2017)	"<table><tr><td>Authors:</td><td>chang r.c.; skiles w.m.; chronister s.s.; wang h.; sutton g.i.; bedi y.s.; snyder m.; long c.r.; golding m.c.</td></tr><tr><td>Title:</td><td>dna methylation-independent growth restriction and altered developmental programming in a mouse model of preconception male alcohol exposure</td></tr><tr><td>Source:</td><td>epigenetics, 12(10), 841-853</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/15592294.2017.1363952	0.1291	-0.1741	1	196	54	5	0.7143	2017	5	0.7143
